measurement_date,reporting_period,company_name,facility_id,country,city,product_name,cn_code,cbam_sector,destination_country,production_tonnes,export_to_germany_tonnes,EAF carbon steel,Natural gas,Gas/Diesel oil,Electricity,CaO,Graphite electrodes,production_meter_id,gas_meter_id,electricity_meter_id,fuel_log_reference,data_quality_flag,operator_note
2025-03-20,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,62.02,0.00,61.23,2262,148,37.60,0.571,0.097,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-079,measured,
2025-03-21,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,61.72,40.18,65.96,2187,153,38.05,0.539,0.095,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-080,measured,
2025-03-22,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,50.73,0.00,53.89,1924,124,31.17,0.442,0.083,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-081,measured,
2025-03-23,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,21.11,0.00,22.42,760,54,13.85,0.181,0.035,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-082,measured,reduced production / maintenance shift
2025-03-24,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,67.15,0.00,67.15,2535,163,43.53,0.581,0.113,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-083,measured,
2025-03-25,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,72.17,59.84,70.31,2469,182,44.86,0.619,0.116,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-084,measured,
2025-03-26,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,64.18,0.00,67.81,2432,161,42.27,0.579,0.103,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-085,measured,
2025-03-27,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,61.29,0.00,63.78,2113,149,40.69,0.568,0.093,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-086,measured,
2025-03-28,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,73.77,46.52,75.95,2793,182,45.56,0.638,0.112,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-087,measured,
2025-03-29,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,49.90,0.00,53.65,1739,120,32.51,0.433,0.079,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-088,measured,
2025-03-30,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,17.80,0.00,18.41,608,44,11.79,0.160,0.028,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-089,measured,reduced production / maintenance shift
2025-03-31,2025-Q1,Anadolu Steel Export A.S.,TR-HAT-STEEL-001,Turkey,"Iskenderun, Hatay",Steel rebar,72142000,iron_steel,Germany,58.49,0.02,55.92,2080,139,35.90,0.539,0.089,PROD-SCALE-RBM-01,NG-MTR-RHF-02,EL-MTR-RM-01,DIESEL-LOG-2025Q1-090,measured,
